questionOptionID,optionLabel,optionValue,questionID
35915,D,Horsshaft,9428
35916,A,True,9429
35917,B,False,9429
35918,A,"September 31, 1955",9430
35919,B,"September 5, 1955",9430
35920,C,"September 4, 1953",9430
35921,D,"September 4, 1954",9430
35922,A,Irene Arranga,9431
35923,B,Ellen Travolta,9431
35924,C,Helaine Lembeck,9431
35925,D,Debralee Scott,9431
35926,A,Gabe Kotter,9432
35927,B,Beau De Labarre,9432
35928,C,Mr. Michael Woodman,9432
35929,D,Juan Luis Pedro Phillipo de Huevos Epstein,9432
35930,A,No,9433
35931,B,Yes,9433
35932,A,False,9434
35933,B,True,9434
35934,A,True,9435
35935,B,False,9435
35936,A,False,9436
35937,B,True,9436
35938,A,False,9437
35939,B,True,9437
35940,A,True,9438
35941,B,False,9438
35942,A,False,9439
35943,B,True,9439
35944,A,False,9440
35945,B,True,9440
35946,A,False,9441
35947,B,True,9441
35948,A,True,9442
35949,B,False,9442
35950,A,2000,9443
35951,B,1989,9443
35952,C,1997,9443
35953,D,1999,9443
35954,A,Jonas,9444
35955,B,Quimby,9444
35956,C,Darren,9444
35957,D,Cornelius,9444
35958,A,Blush,9445
35959,B,Q,9445
35960,C,Vanity Fare,9445
35961,D,Vogue,9445
35962,A,Wrestling,9446
35963,B,Football,9446
35964,C,Baseball,9446
35965,D,Cheerleading,9446
35966,A,May,9447
35967,B,Maya,9447
35968,C,Amanda,9447
35969,D,Amy,9447
35970,A,Johanna Fisher,9448
35971,B,Eileen Schwartz,9448
35972,C,Kerri Strug,9448
35973,D,Claire Noodleman,9448
35974,A,Harvey,9449
35975,B,John,9449
35976,C,Dennis,9449
35977,D,Elliot,9449
35978,A,Janice Dickinson,9450
35979,B,Carol Alt,9450
35980,C,Twiggy,9450
35981,D,Cheryl Tiegs,9450
35982,A,San Francisco,9451
35983,B,New York City,9451
35984,C,Las Vegas,9451
35985,D,Los Angeles,9451
35986,A,2003,9452
35987,B,1999,9452
35988,C,2005,9452
35989,D,2001,9452
35990,A,False,9453
35991,B,True,9453
35992,A,False,9454
35993,B,True,9454
35994,A,False,9455
35995,B,True,9455
35996,A,False,9456
35997,B,True,9456
35998,A,True,9457
35999,B,False,9457
36000,A,False,9458
36001,B,True,9458
36002,A,False,9459
36003,B,True,9459
36004,A,False,9460
36005,B,True,9460
36006,A,False,9461
36007,B,True,9461
36008,A,False,9462
36009,B,True,9462
36010,A,1,9463
36011,B,3,9463
36012,C,2,9463
36013,D,0,9463
36014,A,True,9464
36015,B,False,9464
36016,A,1977,9465
36017,B,1981,9465
36018,C,1980,9465
36019,D,1982,9465
36020,A,My Sharona by The Knack,9466
36021,B,Movin Out by Billy Joel,9466
36022,C,One Thing Leads To Another by The Fixx,9466
36023,D,My Life by Billy Joel,9466
36024,A,The Haven Motel,9467
36025,B,The Westway Hotel,9467
36026,C,Susan B. Anthony Hotel,9467
36027,D,The Grand Motor Inn,9467
36028,A,Peter Scolari,9468
36029,B,Lyle Waggoner,9468
36030,C,Tom Hanks,9468
36031,D,William Ragsdale,9468
36032,A,In a cosmetic company,9469
36033,B,In an advertising agency,9469
36034,C,In McDonalds,9469
36035,D,In a shoe store,9469
36036,A,Peter Scolari,9470
36037,B,Tom Hanks,9470
36038,C,Larry Linville,9470
36039,D,James Remar,9470
36040,A,False,9471
36041,B,True,9471
36042,A,CBS,9472
36043,B,ABC,9472
36044,C,WOR,9472
36045,D,NBC,9472
36046,A,Livingston Gentry And Mishkin Advertising Agency,9473
36047,B,Freddie Pateks Ads Are Us,9473
36048,C,Wallace And MacQuade Shoe Store,9473
36049,D,Matt Houstons Audio Clips,9473
36050,A,1986,9474
36051,B,1982,9474
36052,C,1985,9474
36053,D,1981,9474
36054,A,Fred Dwyer,9475
36055,B,Patrick Duffy,9475
36056,C,Tom Seleck,9475
36057,D,Dirk Bennedict,9475
36058,A,Pitcher,9476
36059,B,Outfield,9476
36060,C,Catcher,9476
36061,D,First Base,9476
36062,A,Shoulder Injury,9477
36063,B,Drug Addiction,9477
36064,C,Alcoholism,9477
36065,D,His Age,9477
36066,A,5,9478
36067,B,13,9478
36068,C,2,9478
36069,D,16,9478
36070,A,1949,9479
36071,B,1950,9479
36072,C,1948,9479
36073,D,1951,9479
36074,A,150,9480
36075,B,59,9480
36076,C,98,9480
36077,D,40,9480
36078,A,False,9481
36079,B,True,9481
36080,A,She took a dog as a pet.,9482
36081,B,She took a ghost of 626.,9482
36082,C,She adopted Stitch even though Nani didnt like him.,9482
36083,D,She picked a dog first and then traded him for Stitch.,9482
36084,A,False,9483
36085,B,True,9483
36086,A,Yes,9484
36087,B,No,9484
36088,A,at the pound.,9485
36089,B,under a truck,9485
36090,C,in a gutter.,9485
36091,D,at the zoo.,9485
36092,A,False,9486
36093,B,True,9486
36094,A,True,9487
36095,B,False,9487
36096,A,The Arnolds,9488
36097,B,The Slaters,9488
36098,C,The Johnsons,9488
36099,D,The Kantwells,9488
36100,A,False,9489
36101,B,True,9489
36102,A,in Wonder Woods,9490
36103,B,in Johnsons Woods,9490
36104,C,in Hanson Woods,9490
36105,D,in Harpers Woods,9490
36106,A,False,9491
36107,B,True,9491
36108,A,None of these,9492
36109,B,Yesterday,9492
36110,C,Imagine,9492
36111,D,With a Little Help from My Friends,9492
36112,A,False,9493
36113,B,True,9493
36114,A,Brian,9494
36115,B,Brad,9494
36116,C,Eric,9494
36117,D,Paul,9494
36118,A,Miss Brown,9495
36119,B,Miss White,9495
36120,C,Miss Green,9495
36121,D,Miss Black,9495
36122,A,Encyclopedias,9496
36123,B,Girl scout cookies,9496
36124,C,Aluminum siding,9496
36125,D,Cosmetics,9496
36126,A,Monica,9497
36127,B,Val,9497
36128,C,Sylvia,9497
36129,D,Buffy,9497
36130,A,False,9498
36131,B,True,9498
36132,A,Sylvia Fine,9499
36133,B,Kitty Montgomery,9499
36134,C,Joyce Summers,9499
36135,D,Frida Fine,9499
36136,A,True,9500
36137,B,False,9500
36138,A,Gretchen Wilson,9501
36139,B,Amber Benson,9501
36140,C,Nicolle Tom,9501
36141,D,Madeline Zima,9501
36142,A,Chester,9502
36143,B,Princess,9502
36144,C,Spike,9502
36145,D,Harry,9502
36146,A,Yes,9503
36147,B,No,9503
36148,A,Danny,9504
36149,B,Stewart,9504
36150,C,Ira,9504
36151,D,Michael,9504
36152,A,False,9505
36153,B,True,9505
36154,A,The Fran Drescher Show,9506
36155,B,Living with Fran,9506
36156,C,Fran and Company,9506
36157,D,Shacking Up,9506
36158,A,The Munsters,9507
36159,B,Eight is Enough,9507
36160,C,The Addams Family,9507
36161,D,The Brady Bunch,9507
36162,A,False,9508
36163,B,True,9508
36164,A,Bewitched,9509
36165,B,"Sabrina, the Teenage Witch",9509
36166,C,Charmed,9509
36167,D,Buffy the Vampire Slayer,9509
36168,A,Atlanta,9510
36169,B,Chicago,9510
36170,C,Philadelphia,9510
36171,D,Boston,9510
36172,A,Stanford,9511
36173,B,Yale,9511
36174,C,Harvard,9511
36175,D,Dartmouth,9511
36176,A,True,9512
36177,B,False,9512
36178,A,He needed more time with his family.,9513
36179,B,He had originally been offered equal billing to Hawkeye.,9513
36180,C,He had a better job offer.,9513
36181,D,He had medical issues.,9513
36182,A,True,9514
36183,B,False,9514
36184,A,A beer,9515
36185,B,A kiss on the cheek,9515
36186,C,A handshake,9515
36187,D,A lucky stethoscope,9515
36188,A,False,9516
36189,B,True,9516
36190,A,"Abyssinia, Henry",9517
36191,B,"Goodbye, Farewell and Amen",9517
36192,C,White Gold,9517
36193,D,Big Mac,9517
36194,A,1985,9518
36195,B,1989,9518
36196,C,1988,9518
36197,D,1986,9518
36198,A,Daniel Stern,9519
36199,B,Howard Stern,9519
36200,C,Bob Saget,9519
36201,D,Richard Dreyfuss,9519
36202,A,Happy Together,9520
36203,B,With a Little Help from My Friends,9520
36204,C,You Are So Beautiful,9520
36205,D,Life Goes On,9520
36206,A,False,9521
36207,B,True,9521
36208,A,Paula Marshall,9522
36209,B,Julie Condra,9522
36210,C,Crystal McKellar,9522
36211,D,Juliette Lewis,9522
36212,A,Kirk McCray,9523
36213,B,Jason Hervey,9523
36214,C,Paul Pfeiffer,9523
36215,D,Dave Shafter,9523
36216,A,False,9524
36217,B,True,9524
36218,A,Robert F. Kennedy Junior High School.,9525
36219,B,Martin Van Buren Junior High School,9525
36220,C,Washington Junior High School,9525
36221,D,Lincoln Junior High School,9525
36222,A,Bobby Henderson,9526
36223,B,Josh Saviano,9526
36224,C,Robert Picardo,9526
36225,D,Dan Lauria,9526
36226,A,1994,9527
36227,B,1993,9527
36228,C,1996,9527
36229,D,1988,9527
36230,A,1979,9528
36231,B,1978,9528
36232,C,1976,9528
36233,D,1975,9528
36234,A,Nell Carter,9529
36235,B,Shirley Hemphill,9529
36236,C,Mabel King,9529
36237,D,Regina King,9529
36238,A,Ebony Eyes,9530
36239,B,Cleopatra Jones,9530
36240,C,Cooley High,9530
36241,D,Shaft,9530
36242,A,True,9531
36243,B,False,9531
36244,A,Stubbs,9532
36245,B,Fudgeman,9532
36246,C,Cakeeater,9532
36247,D,Chubbs,9532
36248,A,Robs Place,9533
36249,B,Airline Diner,9533
36250,C,Mobys,9533
36251,D,The Buccaneer,9533
36252,A,Nia Long,9534
36253,B,Quinn Cummings,9534
36254,C,Danielle Spencer,9534
36255,D,Marla Gibbs,9534
36256,A,Brown,9535
36257,B,Nelson,9535
36258,C,Koufax,9535
36259,D,Whitaker,9535
36260,A,ABC,9536
36261,B,NBC,9536
36262,C,FOX,9536
36263,D,CBS,9536
36264,A,1979,9537
36265,B,1999,9537
36266,C,1978,9537
36267,D,1980,9537
36268,A,False,9538
36269,B,True,9538
36270,A,Sissy,9539
36271,B,Daisy,9539
36272,C,Sonia,9539
36273,D,Carmen,9539
36274,A,"September 14, 1980",9540
36275,B,"October 1, 1978",9540
36276,C,"March 4, 1988",9540
36277,D,"January 22, 1983",9540
36278,A,Iola Boylan,9541
36279,B,Lucy Conner,9541
36280,C,Ellen Jackson,9541
36281,D,Margery Fielding,9541
36282,A,False,9542
36283,B,True,9542
36284,A,No,9543
36285,B,Yes,9543
36286,A,The Church Ladies League,9544
36287,B,The Junior League,9544
36288,C,The Greater Good,9544
36289,D,The League of Women Voters,9544
36290,A,He didnt have a pet name for her,9545
36291,B,Snuggle Bunny,9545
36292,C,Pooh Bear,9545
36293,D,Skeeter,9545
36294,A,She tricked them into cleaning up the yard.,9546
36295,B,She tricked them into taking her out for supper.,9546
36296,C,She made a bet with them that she knew they would lose.,9546
36297,D,She tricked them into getting everything set up for a yard sale.,9546
36298,A,Salad,9547
36299,B,"Chicken, salad, liver, pizza, and beer from the Boars Nest",9547
36300,C,Big beefy piles of chicken,9547
36301,D,Raw beef liver,9547
36302,A,James Johnson,9548
36303,B,Harry Morgan,9548
36304,C,Mike Farrell,9548
36305,D,Bob Denver,9548
36306,A,True,9549
36307,B,False,9549
36308,A,Herb Edelman,9550
36309,B,Fredrick Van Helton,9550
36310,C,Charles Winchester,9550
36311,D,Jeff Davidson,9550
36312,A,1968 Dodge Charger,9551
36313,B,1962 Pontiac GTO,9551
36314,C,1967 Chevrolet ElCamino,9551
36315,D,1969 Dodge Charger,9551
36316,A,Johnathan Ackman,9552
36317,B,Robert DeNiro,9552
36318,C,Herb Edelman,9552
36319,D,Leslie Nielsen,9552
36320,A,No,9553
36321,B,Yes,9553
36322,A,Get Smart,9554
36323,B,Mr. Gadget,9554
36324,C,The Famous Inspector,9554
36325,D,The Man With The Gadgets,9554
36326,A,True,9555
36327,B,False,9555
36328,A,Dorothy,9556
36329,B,Louise,9556
36330,C,Maria,9556
36331,D,Ethel,9556
36332,A,Michigan,9557
36333,B,Minnesota,9557
36334,C,Illinois,9557
36335,D,Indiana,9557
36336,A,Pet Rock,9558
36337,B,Beagle,9558
36338,C,Goldfish,9558
36339,D,Canary,9558
36340,A,Opthamology,9559
36341,B,Gynocology,9559
36342,C,Thoracic Surgery,9559
36343,D,Podiatry,9559
36344,A,His Dog Tags,9560
36345,B,His Stethoscope,9560
36346,C,His Bible,9560
36347,D,His Clothes,9560
36348,A,6,9561
36349,B,5,9561
36350,C,4,9561
36351,D,3,9561
36352,A,Philadelphia,9562
36353,B,San Francisco,9562
36354,C,Chicago,9562
36355,D,New York,9562
36356,A,William Devane,9563
36357,B,Kevin Dobson,9563
36358,C,Larry Wilcox,9563
36359,D,Robert Pine,9563
36360,A,Cold Blood,9564
36361,B,Melendes Murders,9564
36362,C,3 strikes and youre out,9564
36363,D,The Marcus Nelson Murders,9564
36364,A,Dan Frazer,9565
36365,B,George Savalas,9565
36366,C,Mark Russell,9565
36367,D,Vince Conti,9565
36368,A,44th precinct,9566
36369,B,23rd precinct,9566
36370,C,13th precinct,9566
36371,D,24th precinct,9566
36372,A,Smoking cigarettes,9567
36373,B,Smoking cigars,9567
36374,C,Smoking a pipe,9567
36375,D,Sucking on lollipops,9567
36376,A,Dan Frazer,9568
36377,B,Vince Conti,9568
36378,C,Mark Russel,9568
36379,D,Kevin Dobson,9568
36380,A,Johnny Buscaglia,9569
36381,B,Vince Conti,9569
36382,C,Joey Papalardo,9569
36383,D,Vincent Bongitiore,9569
36384,A,True,9570
36385,B,False,9570
36386,A,Genes Are Us,9571
36387,B,The Dizzy Knee Labs,9571
36388,C,Acme Labs,9571
36389,D,"You Dice Em We Splice Em, Inc.",9571
36390,A,Animaniacs,9572
36391,B,Merrie Melodies,9572
36392,C,Tiny Toon Adventures,9572
36393,D,Looney Tunes,9572
36394,A,Russell Calabrese,9573
36395,B,Steven Spielberg,9573
36396,C,David Letterman,9573
36397,D,Mike Milo,9573
36398,A,Bill Braunstein and Eva Almos,9574
36399,B,Sherri Stoner and  Wendell Morris,9574
36400,C,Alex Boorstein and Tom Sheppard,9574
36401,D,Dave Finkle and Dave Fury,9574
36402,A,Maurice LaMarche,9575
36403,B,Rob Paulsen,9575
36404,C,Paul Rugg,9575
36405,D,Noel Blanc,9575
36406,A,Rob Paulsen,9576
36407,B,Peter Hastings,9576
36408,C,Peter LaMarche,9576
36409,D,Paul Rugg,9576
36410,A,False,9577
36411,B,True,9577
36412,A,Tom Ruegger and Paul Ruegger,9578
36413,B,Steven Spielberg and Peter Hastings,9578
36414,C,Paul Ruegger and Steven Spielberg,9578
36415,D,Tom Ruegger and Peter Hastings,9578
36416,A,Jim Belushi,9579
36417,B,John Tesh,9579
36418,C,Jim Carrey,9579
36419,D,Rowdy McDowell,9579
36420,A,"Id say, Whoof, the odds of that happening are terribly small, Brain.",9580
36421,B,"I think so, Brain, but where are we going to find a duck and a hose at this hour?",9580
36422,C,"Certainly Brain, Narf, but where do we find a tattoo parlor and a box of corn flakes at this time of night?",9580
36423,D,"I think so, Brain, but why would a turkey go to a tattoo parlor, Narf?",9580
36424,A,Cool School,9581
36425,B,Schools Cool,9581
36426,C,School is where the heart is,9581
36427,D,Theres no place like School,9581
36428,A,D.J.,9582
36429,B,J.B.,9582
36430,C,P.J.,9582
36431,D,C.T.,9582
36432,A,Mr. Dewey,9583
36433,B,Mrs. Cobberstone,9583
36434,C,Mr. Testeverti,9583
36435,D,Mr. Tuttle,9583
36436,A,Track,9584
36437,B,Basketball,9584
36438,C,Tennis,9584
36439,D,Volleyball,9584
36440,A,Her face clears up.,9585
36441,B,Her face turns maroon.,9585
36442,C,She gets a rash.,9585
36443,D,Her face breaks out.,9585
36444,A,Hot Mamas,9586
36445,B,Hot Fudge,9586
36446,C,Hot Sundae,9586
36447,D,Hot Chocolate,9586
36448,A,Lizzy,9587
36449,B,Linda,9587
36450,C,Lana,9587
36451,D,Laura,9587
36452,A,Designer,9588
36453,B,Teacher,9588
36454,C,Nurse,9588
36455,D,Doctor,9588
36456,A,1050,9589
36457,B,1160,9589
36458,C,800,9589
36459,D,1502,9589
36460,A,Bear,9590
36461,B,Bulldog,9590
36462,C,Lion,9590
36463,D,Mastiff,9590
36464,A,Running Zack,9591
36465,B,Sprinting Zack,9591
36466,C,Jogging Zack,9591
36467,D,Blonde Lightning,9591
36468,A,Gem Diamond,9592
36469,B,Joe Ruby,9592
36470,C,Ruby D.,9592
36471,D,Jim Diamond,9592
36472,A,He takes the fall.,9593
36473,B,He sprains his arm.,9593
36474,C,He breaks his leg.,9593
36475,D,He gets whiplash.,9593
36476,A,Sand Beach Club,9594
36477,B,Malibus Oceanside Getaway,9594
36478,C,Bayside by the Seaside,9594
36479,D,Malibu Sands Beach Resort,9594
36480,A,Under the Sea,9595
36481,B,Beach Party,9595
36482,C,Famous couples,9595
36483,D,Oklahoma,9595
36484,A,The Fresh Prince of Bel-Air,9596
36485,B,The Brady Bunch,9596
36486,C,The Jeffersons,9596
36487,D,All in the Family,9596
36488,A,Barney Fife,9597
36489,B,All in the Family,9597
36490,C,The Andy Griffith Show,9597
36491,D,Happy Days,9597
36492,A,Mister Ed,9598
36493,B,Mamas Family,9598
36494,C,The Beverly Hillbillies,9598
36495,D,The Andy Griffith Show,9598
36496,A,Perfect Strangers,9599
36497,B,All in the Family,9599
36498,C,The Brady Bunch,9599
36499,D,The Beverly Hillbillies,9599
36500,A,kids incorporated,9600
36501,B,Charles in Charge,9600
36502,C,All in the Family,9600
36503,D,Saved by the Bell,9600
36504,A,All My Children,9601
36505,B,Dennis the Menace,9601
36506,C,All in the Family,9601
36507,D,The Care Bears,9601
36508,A,The Jeffersons,9602
36509,B,Diffrent Strokes,9602
36510,C,The Fresh Prince of Bel-Air,9602
36511,D,The Cosby Show,9602
36512,A,Little House on the Prairie,9603
36513,B,M.A.S.H,9603
36514,C,The Dukes of Hazzard,9603
36515,D,The Andy Griffith Show,9603
36516,A,Family Matters,9604
36517,B,Full House,9604
36518,C,Family Guy,9604
36519,D,The Cosby Show,9604
36520,A,The Mary Tyler Moore Show,9605
36521,B,I Love Lucy,9605
36522,C,Full House,9605
36523,D,Family Matters,9605
36524,A,1965,9606
36525,B,1964,9606
36526,C,1966,9606
36527,D,none of these,9606
36528,A,Nick,9607
36529,B,Vince,9607
36530,C,Lester,9607
36531,D,Duke,9607
36532,A,True,9608
36533,B,False,9608
36534,A,Private First Class,9609
36535,B,Lieutenant,9609
36536,C,Staff Sergeant,9609
36537,D,Gunnery Sergeant,9609
36538,A,True,9610
36539,B,False,9610
36540,A,Ted Bessell,9611
36541,B,William Christopher,9611
36542,C,Allan Melvin,9611
36543,D,Ronnie Schell,9611
36544,A,True,9612
36545,B,False,9612
36546,A,False,9613
36547,B,True,9613
36548,A,False,9614
36549,B,True,9614
36550,A,False,9615
36551,B,True,9615
36552,A,Pussycat,9616
36553,B,Sissy,9616
36554,C,Babydoll,9616
36555,D,Pumpkin,9616
36556,A,Rue McClanahan,9617
36557,B,Estelle Getty,9617
36558,C,Betty White,9617
36559,D,Beatrice Arthur,9617
36560,A,Stan,9618
36561,B,Daniel,9618
36562,C,Wren,9618
36563,D,Mitch,9618
36564,A,True,9619
36565,B,False,9619
36566,A,Miami,9620
36567,B,Paris,9620
36568,C,Sicily,9620
36569,D,Brooklyn,9620
36570,A,1984,9621
36571,B,1983,9621
36572,C,1982,9621
36573,D,1985,9621
36574,A,Blue Falls,9622
36575,B,Sunny Hills,9622
36576,C,Shady Pines,9622
36577,D,Seasons For Care,9622
36578,A,True,9623
36579,B,False,9623
36580,A,Atlanta,9624
36581,B,Miami,9624
36582,C,Destin,9624
36583,D,Sacramento,9624
36584,A,Notre Dame,9625
36585,B,Dartmouth,9625
36586,C,Yale,9625
36587,D,Harvard,9625
36588,A,Blindness,9626
36589,B,Epilepsy,9626
36590,C,Deafness,9626
36591,D,Stuttering,9626
36592,A,1 week,9627
36593,B,2 days,9627
36594,C,1 month,9627
36595,D,2  weeks,9627
36596,A,1978,9628
36597,B,1979,9628
36598,C,1976,9628
36599,D,1977,9628
36600,A,6,9629
36601,B,4,9629
36602,C,5,9629
36603,D,7,9629
36604,A,New York,9630
36605,B,Providence,9630
36606,C,Hartford,9630
36607,D,Boston,9630
36608,A,TBS,9631
36609,B,CBS,9631
36610,C,ABC,9631
36611,D,NBC,9631
36612,A,True,9632
36613,B,False,9632
36614,A,Susan Harris,9633
36615,B,Cathryn Damon,9633
36616,C,Diana Canova,9633
36617,D,Katherine Helmond,9633
36618,A,"Jackson Heights, Queens",9634
36619,B,"Junction City, Kansas",9634
36620,C,"Maspeth,  Queens",9634
36621,D,"Dunns River, Connecticut",9634
36622,A,DuBois,9635
36623,B,Whitaker,9635
36624,C,Nelson,9635
36625,D,Brown,9635
36626,A,Ted Wass,9636
36627,B,Sal Viscuso,9636
36628,C,Robert Mandan,9636
36629,D,Richard Mulligan,9636
36630,A,True,9637
36631,B,False,9637
36632,A,Rod Roddy,9638
36633,B,Bernie Carbo,9638
36634,C,Johnny Olson,9638
36635,D,Don Pardo,9638
36636,A,1983,9639
36637,B,1982,9639
36638,C,1981,9639
36639,D,1985,9639
36640,A,Shirley Jones,9640
36641,B,Edy Buchanan,9640
36642,C,Kate Bradley,9640
36643,D,Beth Bohara,9640
36644,A,False,9641
36645,B,True,9641
36646,A,Edgar Buchanan,9642
36647,B,Burl Ives,9642
36648,C,Don Knotts,9642
36649,D,Sammy Kaye,9642
36650,A,Eve Sommers,9643
36651,B,Stella Parsons,9643
36652,C,Jayne Mansfield,9643
36653,D,June Lockhart,9643
36654,A,Express,9644
36655,B,Old 101,9644
36656,C,Old 99,9644
36657,D,Cannonball,9644
36658,A,True,9645
36659,B,False,9645
36660,A,Crop duster,9646
36661,B,Teacher,9646
36662,C,Door to door salesman,9646
36663,D,Sheriffs deputy,9646
36664,A,True,9647
36665,B,False,9647
36666,A,Betty Jo,9648
36667,B,Beverly Jo,9648
36668,C,Bobbie Jo,9648
36669,D,Billie Jo,9648
36670,A,False,9649
36671,B,True,9649
36672,A,John Corbett,9650
36673,B,Kyle Maclachlan,9650
36674,C,David Eigenberg,9650
36675,D,Chris Noth,9650
36676,A,Jones,9651
36677,B,Hobbes,9651
36678,C,Jorns,9651
36679,D,York,9651
36680,A,Steve Brady,9652
36681,B,Harry Goldenblatt,9652
36682,C,Bill Kelley,9652
36683,D,Anthony Marentino,9652
36684,A,Jimmy Choo,9653
36685,B,Manolo Blahnik,9653
36686,C,Marc Jacobs,9653
36687,D,Christian Louboutin,9653
36688,A,Matthew Fox,9654
36689,B,Matthew McConaughey,9654
36690,C,Matthew Perry,9654
36691,D,Matthew Broderick,9654
36692,A,She was going to see her boyfriend in Italy.,9655
36693,B,"She was joining her family in Vail, Colorado.",9655
36694,C,She was going to Florida with her sorority sisters.,9655
36695,D,She planned to stay in New York.,9655
36696,A,His dog died on Thanksgiving.,9656
36697,B,He just doesnt like Thanksgiving food.,9656
36698,C,Chandler was raised in Canada.,9656
36699,D,His parents announced that they were getting divorced on Thanksgiving.,9656
36700,A,True,9657
36701,B,False,9657
36702,A,False,9658
36703,B,True,9658
36704,A,It proves to Joey how much he cares,9659
36705,B,It gives Chandler time to think about what he had done.,9659
36706,C,All of these,9659
36707,D,It hurts.,9659
36708,A,Monica,9660
36709,B,Joey,9660
36710,C,Ross,9660
36711,D,Rachel,9660
36712,A,"Monica broke the porch swing, not Hurricane Gloria.",9661
36713,B,Pheobe revealed her crush on Jack Gellar to Jack.,9661
36714,C,"Ross had stolen his fathers Playboys, not the postman.",9661
36715,D,Rachel realized that she wasnt supposed to put beef in the trifle.,9661
36716,A,False,9662
36717,B,True,9662
36718,A,Bobby,9663
36719,B,James,9663
36720,C,Will,9663
36721,D,Marc,9663
36722,A,They wanted to meet a group of dancers for dinner.,9664
36723,B,They were playing football.,9664
36724,C,They went to a beauty pageant .,9664
36725,D,They were at a Rangers game.,9664
36726,A,False,9665
36727,B,True,9665
36728,A,True,9666
36729,B,False,9666
36730,A,True,9667
36731,B,False,9667
36732,A,False,9668
36733,B,True,9668
36734,A,True,9669
36735,B,False,9669
36736,A,True,9670
36737,B,False,9670
36738,A,True,9671
36739,B,False,9671
36740,A,False,9672
36741,B,True,9672
36742,A,True,9673
36743,B,False,9673
36744,A,True,9674
36745,B,False,9674
36746,A,John Henderson,9675
36747,B,James Henson,9675
36748,C,Jim Henson,9675
36749,D,Jimmy Hendrix,9675
36750,A,1976,9676
36751,B,1977,9676
36752,C,1978,9676
36753,D,1975,9676
36754,A,Ruth Buzzi,9677
36755,B,Nancy Walker,9677
36756,C,Elton John,9677
36757,D,John Travolta,9677
36758,A,Kermit the Frog,9678
36759,B,Miss Piggy,9678
36760,C,Fozzie Bear,9678
36761,D,Gonzo,9678
36762,A,The character was based on Julia Childs.,9679
36763,B,His hands were actually the puppeteers hands.,9679
36764,C,He always threw his cooking utensils at the audience.,9679
36765,D,He always spoke Swedish.,9679
36766,A,Zack,9680
36767,B,Moesby,9680
36768,C,Drew,9680
36769,D,Cody,9680
36770,A,Adrien Monte,9681
36771,B,Dennis Bendersky,9681
36772,C,Alyson Stoner,9681
36773,D,Phill Lewis,9681
36774,A,Karen,9682
36775,B,Carey,9682
36776,C,Carol,9682
36777,D,Catrina,9682
36778,A,Agent 99,9683
36779,B,Agent 12,9683
36780,C,Agent 86,9683
36781,D,Agent 13,9683
36782,A,in his pen,9684
36783,B,in his ring,9684
36784,C,in his shoe,9684
36785,D,in his glasses,9684
36786,A,Shoe Salesman,9685
36787,B,Greeting Card Salesman,9685
36788,C,Dish Washer,9685
36789,D,Fire Fighter,9685
36790,A,Voice Scrambler,9686
36791,B,Cone of Silence,9686
36792,C,Rabbit Ears,9686
36793,D,Data Decoder,9686
36794,A,Mr. Big,9687
36795,B,Susan Hilton,9687
36796,C,Edward Platt,9687
36797,D,Harold Clark,9687
36798,A,Dick Gautier,9688
36799,B,Robert Karvelas,9688
36800,C,Edward Platt,9688
36801,D,Don Adams,9688
36802,A,Agent P,9689
36803,B,Agent 13,9689
36804,C,Agent 11,9689
36805,D,Agent 007,9689
36806,A,KAOS,9690
36807,B,UNDERWORLD,9690
36808,C,KILLER,9690
36809,D,SOAP,9690
36810,A,Teri,9691
36811,B,Debra,9691
36812,C,Jessica,9691
36813,D,Phoebe,9691
36814,A,True,9692
36815,B,False,9692
36816,A,"e, y and n",9693
36817,B,"m, e and n",9693
36818,C,"k, y and o",9693
36819,D,"m, o and k",9693
36820,A,Yemen,9694
36821,B,L.A.,9694
36822,C,Minsk,9694
36823,D,Atlantic City,9694
36824,A,Yes,9695
36825,B,No,9695
36826,A,False,9696
36827,B,True,9696
36828,A,Scientist,9697
36829,B,Paleontologist,9697
36830,C,Doctor,9697
36831,D,Teacher,9697
36832,A,Weird Al Yankovic,9698
36833,B,Marilyn Monroe,9698
36834,C,Britney Spears,9698
36835,D,Celine Dion,9698
36836,A,Sheila MacRae,9699
36837,B,Jane Kean,9699
36838,C,Audrey Meadows,9699
36839,D,Pert Kelton,9699
36840,A,Water Buffalo,9700
36841,B,Badger,9700
36842,C,Raccoon,9700
36843,D,Sloths,9700
36844,A,Greyhound,9701
36845,B,Checker Cab Company,9701
36846,C,The Gotham Bus Company,9701
36847,D,New York Transit Authority,9701
36848,A,True,9702
36849,B,False,9702
36850,A,True,9703
36851,B,False,9703
36852,A,Sergeant-at-arms,9704
36853,B,Treasurer,9704
36854,C,Exalted High Grand Poobah,9704
36855,D,Secretary,9704
36856,A,Bang!! ZOOM!!,9705
36857,B,Youre going to the moon Alice!,9705
36858,C,"One of these days Alice...POW, right in the kisser",9705
36859,D,"Alice, you chucklehead...why I oughtta....",9705
36860,A,DJ,9706
36861,B,Becky,9706
36862,C,Jackie,9706
36863,D,Darlene,9706
36864,A,George,9707
36865,B,Newman,9707
36866,C,Jerry,9707
36867,D,Kramer,9707
36868,A,A 1982 chardonnay,9708
36869,B,An antique chess set,9708
36870,C,A dinner with Pavarotti,9708
36871,D,A lunch with Nobel Prize winners,9708
