questionID,questionType,questionText,categoryID,answerOptionID
4932,MCQ,"Finish the lyrics of this 1992 song by the Cure, with a phrase which is also the title of the song:- I dont care if Mondays blue- Tuesdays grey and Wednesday too- Thursday I dont care about you- Its ..................................................... .",0,18878
4933,MCQ,Which one of these songs referring to Saturday was released first?,0,18880
4934,MCQ,Which 1983 song is considered a protest song against the violence during the guerrilla war in Northern Ireland from the 1960s to the 1990s?,0,18885
4935,MCQ,Which of these songs appears on the Guinness Book of Records as a song having more than 3000 cover versions?,0,18889
4936,MCQ,"The soundtrack of this Broadway musical includes the popular song Tomorrow with the famous chorus:- Tomorrow, tomorrow, I love ya, tomorrow,- youre always a day away..",0,18894
4937,MCQ,How long is the weekend in the song Weekend by the Black Eyed Peas?,0,18897
4938,MCQ,Step out the front door like a ghost into the night where no one notices the contrast of white on white- And in between the moon and you the angels get a better view of the crumbling difference between wrong and right,0,18903
4939,MCQ,When you tried to tell me- The one for me was you- I was in your mattress back in 1982,0,18906
4940,MCQ,Feelin easy like its Sunday morning steak and eggs- Hey livin off some big rims looking like some blades,0,18909
4941,MCQ,I dont care if it hurts- I wanna have control- I want a perfect body- I want a perfect soul,0,18915
4942,MCQ,I woke up and called this morning- The tone of your voice was a warning- That you dont care for me anymore,0,18916
4943,MCQ,All I can say is that my life is pretty plain- I like watching the puddles gather rain,0,18920
4944,MCQ,Here I lay- Still and breathless- Just like always- Still I want some more,0,18926
4945,MCQ,He told a little story that sounded well rehearsed- Four days on the run and that hes dying of thirst,0,18928
4946,MCQ,"You got too loco, this aint no joke yo- Too much hype on the television and radio",0,18935
4947,MCQ,I wonder what its like to be a superhero- I wonder what its like to know that I made the rain,0,18939
4948,MCQ,"Finish the lyrics of Trisha Yearwoods song Woman Walk The Line:- Tonight Im Gonna Do Some Drinking- I Came to Listen to the Band- Yes Im as Good as what your thinking- But I dont want to hold your hand- And I know Im looking lonely,- but theres nothin here I want _________",0,18943
4949,MCQ,"Fill in the missing words from Shania Twains song That Dont Impress Me Much:- Okay, so youre a rocket scientist- That dont impress me much- So you got the brain but have you got ......................",0,18945
4950,MCQ,"John Cougars 1982 smash about the heartland, Jack and Diane, specifically mentions this restaurant chain.",0,18950
4951,MCQ,"According to Rolling Stone, how much did the Beach Boys spend recording their 1966 smash single Good Vibrations?",0,18953
4952,MCQ,American Music is a 1991 song by this bass-happy Wisconsin band.,0,18959
4953,MCQ,"Although they worked hard at a roots-rock, down home bayou sound, Creedence Clearwater Revival actually hails from what state?",0,18961
4954,MCQ,Billy Joels 1973 classic Piano Man is based on his experiences playing at what piano bar?,0,18967
4955,MCQ,"In 1973, Bruce Springsteen released his debut Greetings from Asbury Park, NJ album with its famous postcard cover. But Springsteen is not from Asbury Park; what New Jersey burg gave us the Boss?",0,18968
4956,MCQ,"Which of these facts about The King, Elvis Presley, is NOT true?",0,18973
4957,MCQ,What was the Godfather of Soul James Browns name at birth?,0,18976
4958,MCQ,"Kurt Cobain, guitarist and singer of Nirvana, left a suicide note that ended with a quoted lyric from a song he did not write.  What song did he quote?",0,18982
4959,MCQ,"Neil Diamonds smash America is taken from the soundtrack of what 1980 film remake, in which Diamond also starred?",0,18986
4960,MCQ,"The Boston Globe ranked the 1986 song Heartbeat as No. 1 on their Top Ten Worst Songs of All Time, referring to it as a truly awful song. What actor recorded this painful song?",0,18991
4961,MCQ,"When jazz or lounge singers try their hand at rock and roll, things can get ugly. What easy-listening artist known as the Velvet Fog made the regretful decision to record the Donovan hippie folk song Sunshine Superman? [sound clip]",0,18992
4962,MCQ,"It is amazing to think that The Curly Shuffle by Jump N The Saddle made it to #15 on the Billboard charts, while Jimi Hendrixs Purple Haze never made it past #65. What year did this excruciating tune reach its Billboard peak?",0,18996
4963,MCQ,This1985 Starship song has the distinction of being the #1 Most Awesomely Bad Song Ever according to Blender magazine.,0,19002
4964,MCQ,Great Moment in Music:- The Lord of the Rings novels inspire Led Zeppelin to record Ramble On- Bad Moment in Music:- The Lord of the Rings novels inspire this Star Trek star to record Bilbo Baggins [sound clip],0,19007
4965,MCQ,"This 2005 song inspired the All Music Guide review:: One of the most embarrassing performances of the new millennium and won Rolling Stone Magazines Readers Poll as Worst Song of the Year. The song containd the following lyrics: I drive these brothers crazy, I do it on the daily, They treat me really nicely, They buy me all these iceies.",0,19010
4966,MCQ,"What do you get when you combine a Casio keyboard and this former Entertainment Tonight host?- Answer: New Age music that would make Elvis, Hendrix and Joplin turn over in their graves in unison.- Name the musician that can be held responsible for this mess.",0,19015
4967,MCQ,Who recorded the song Who Can it be Now? in 1982?,0,19017
4968,MCQ,Which of these groups recorded the song Talking in Your Sleep?,0,19023
4969,T/F,The Fixx recorded the song One Thing Leads to Another in 1983.,0,19025
4970,T/F,Love and Rockets performed the 1989 song So Alive.,0,19027
4971,MCQ,Who released the song Be Near Me in 1985?,0,19031
4972,MCQ,What is the missing word in this line from a song by The Bloodhound Gang:- You and me baby aint nothing but ___?,0,19035
4973,MCQ,Which of the following is a song by the Doobie Brothers?,0,19039
4974,T/F,The hard rock band AC/DC brought us the song Whole Lotta Rosie.,0,19040
4975,MCQ,Which rock band had a number one hit in 1970 with the song Mama Told Me Not to Come?,0,19043
4976,MCQ,This rockin band performed the songs Humans Being and Jump.,0,19048
4977,MCQ,"What post-punk band from Boston, Massachusetts recorded Thats When I Reach For My Revolver and Academy Fight Song?",0,19053
4978,MCQ,"What power-pop band, formed in 1971 in Memphis, Tennessee, featured Chris Bell and Alex Chilton?",0,19056
4979,MCQ,"Before the formation of Grant Lee Buffalo, Grant Lee Philips was a member of which band?",0,19058
4980,MCQ,Johnny Cash recorded the Grammy Award-winning album American Recordings in collaboration with which famous producer?,0,19062
4981,MCQ,The following lyrics are from which Jerry Rafferty song?- Hes got a dream about buying some land. Hes gonna give up the booze and the one-night stands. Then hell settle down in a quiet little town and forget about everything?,0,19066
4982,MCQ,"What British band was formed in Paisley, Scotland, in 1972 by Joe Egan and Gerry Rafferty?",0,19073
4983,MCQ,"This progressive rock group was formed in 1981 by former members of Yes, King Crimson, Emerson Lake and Palmer, and The Buggles.",0,19076
4984,MCQ,"Dont fear the Reaper is a song from the 1976 album Agents of Fortune, recorded by which group?",0,19078
4985,MCQ,"What singer and songwriter released the record Mono under his alter-ego, Grandpaboy?",0,19084
4986,MCQ,"What Irish Heavy Metal band, formed in Dublin in 1969, is famous for the 1976 song The Boys Are Back In Town?",0,19088
4987,T/F,Eminems full name is Marshall Bruce Mathers I.,0,19091
4988,MCQ,"Which American rapper, born in 1975, topped the charts with the hits In Da Club and Candy Shop?",0,19092
4989,T/F,American rapper 50-Cents real name is Curtis Williams Jennings II.,0,19096
4990,MCQ,Which American RB diva was married to Tommy Mottola from 1993 to 1997?,0,19100
4991,MCQ,Name the American RB diva who starred in the sitcom Moesha and won a Grammy award in 1999 for the hit The Boy Is Mine.,0,19105
4992,T/F,Hailie Jade Scott is the name of Eminems daughter born in 1995.,0,19107
4993,MCQ,"Which rapper from Houston, USA released the singles Back Then and Still Tippin in 2005?",0,19111
4994,MCQ,One of these songs of Rolling Stones has the following opening lines:- Thereâve been so many girls that Iâve known- Iâve made so many cry and still I wonder why- Here comes the little girl- I see her walking down the street- Sheâs all by herself ...,0,19114
4995,MCQ,"Name the band featured in the audio clip.- Other clues, if you need them, are: (1) formed in Los Angeles, (2) debut album released in 1987, and (3) released The Spaghetti Incident? in 1993.",0,19118
4996,MCQ,"Often considered nothing more than an elevator music cliche, the bossa nova classic The Girl from Ipanema is actually a worldwide phenomenon.  The number of artists who have covered it is endless, and the song is truly recognized around the world.- Finish the lyric: When she walks shes like a ______ that, swings so cool and sways so gentle, that when she passes- each one she passes goes a-a-ah!",0,19123
4997,MCQ,Give the correct line from this Steely Dan Smash Hit Single.- Are you:,0,19127
4998,MCQ,Finish this advertising slogan: Plop plop fizz fizz....,0,19131
4999,MCQ,"Finish this line from the theme song of the popular animated series: Flintstones, Meet the Flintstones .....",0,19132
5000,MCQ,"Finish this advertising jingle: Oh, I wish I were ......",0,19137
5001,MCQ,"Finish this line from a popular theme song: Spins a web, any size, catches thieves...",0,19141
5002,MCQ,"Arrange the following albums according to the year of their release, starting with the earliest release.- 1) Let It Be by The Replacements- 2) Power, Corruption  Lies by New Order- 3) Thriller by Michael Jackson- 4) The Perfect Prescription by Spacemen 3",0,19144
5003,MCQ,"Complete these lyrics from a song performed by Johny Horton:- In 1814 we took a little trip, along with Colonel Jackson down the mighty Mississippi. We took a little- bacon and we took a little beans and we met the Bloody British in the town of ___________.",0,19148
5004,MCQ,"Who sang this historical ballad:- Big Sam left Seattle in the year of 92, with George Craft his partner and Brother Billy,- too  They crossed the Yukon river and found the Bonanza gold, just below that old- white mountain, just a little Southeast of Nome.  Where the river is windin big nuggets- theyre findin North to Alaska?",0,19152
5005,MCQ,"The following verses are from a ballad about what famous frontiersman:- Born on a mountain top in Tennessee, greenest state in the land of the free.- Killed him a bar when he was only three?",0,19156
5006,MCQ,"What a ________what a doer, what a dream come a truer was he.  This line is about which- famous frontiersman?",0,19163
5007,MCQ,The following lines are from a ballad dedicated to what famous frontier marshall:- ....Brave courageous and bold.  Long live his fame and long- live his glory and long may his story be told?,0,19164
5008,MCQ,"Complete these lyrics from a historical ballad of 1960:- The war had just begun. The Germans had the biggest ships, they had the biggest guns- The ......................... was the fastest ship that ever sailed the seas.",0,19171
5009,T/F,"The following lyrics were dedicated to a real historical figure:- Casey Jones, steaming and a rolling. Casey Jones, you never have to guess.- Whenever you hear the whistle of the engine, you know it is Casey at the throttle- of the Cannonball Express.",0,19172
5010,MCQ,"Finish the lyrics of this historical ballad:- Now in the legend of the West, one name stands out of all the rest. The man who had the fastest gun, his name was ____________________",0,19176
5011,MCQ,Who sang the song Sensitivity which included the lines:- You need a man with Sensitivity- A man like me?,0,19179
5012,MCQ,Which of these was a 1990s hit song by En Vogue?,0,19184
5013,MCQ,"What album by Janet Jackson included all these hits: Thats the Way Love Goes, If, You Want This, Because of Love?",0,19189
5014,MCQ,What was Lil Kims first rap song that came out in 1997?,0,19192
5015,MCQ,"What singer sang these lyrics:- Strawberries on top of me- Candlelight a little Hennessy- Thats the way, thats the way- My love flows?",0,19197
5016,MCQ,A Hookah smoking caterpillar has given you the call is a lyric by what San Francisco based group?,0,19200
5017,T/F,Jerry Garcia and Bob Weir were the founding members of the Grateful Dead.,0,19203
5018,T/F,Woodstock 1969 was the first concert of its kind to feature multiple rock music groups.,0,19205
5019,T/F,"Crosby, Stills and Nash were the authors of the song Woodstock?",0,19206
5020,T/F,All Along the Watchtower was a song written by Jimi Hendrix.,0,19208
5021,MCQ,"The Eagles warned about this place, You can check out anytime you want,... but you can never leave.",0,19212
5022,MCQ,What  would you find at the end of Lonely Street where the bellmans always dressed in black?,0,19215
5023,MCQ,"The Clovers wanted to pick up a bottle of Love Potion# 9. At what address could you find the gypsy with a gold capped tooth, selling little bottles of Love Potion # 9.",0,19221
5024,MCQ,The Band wanted to take The Weight off when they pulled into this town Looking for a place to lay my head.,0,19224
5025,MCQ,"Janis Joplin was busted flat, faded as her jeans, when Bobby flagged a diesel down to get  from here to there.",0,19228
5026,MCQ,"The King of the Road took the third boxcar, midnight train. What was his destination?",0,19232
5027,MCQ,"At this place beneath the blue suburban skies you can find the barber, a fireman that carries a portrait of the queen and a pretty nurse selling poppies from a tray?",0,19234
5028,MCQ,"Which Disney character would NOT be whistling this song?- Heigh-Ho, Heigh-Ho- Its home from work we go- Heigh-Ho, Heigh-Ho",0,19239
5029,MCQ,For whether we are white of copper skinned- We need to sing with all the voices of the mountains- We need to paint with all the colors of the wind.- What character in a 1995 Disney movie sang this song to an arrogant John Smith?,0,19242
5030,MCQ,This heroine is perhaps the most feminist of Disneys female characters.- Who sang- Somehow I cannot hide- who I am- thought I have tried- When will my reflection show- what I am inside. ?,0,19249
5031,MCQ,"The following lyrics are taken from Oliver and Company:- But when all the world says Yes- Who am I to say No- Dont ask a mutt to strut like a show girl, darling- No, girl, you need a pro- What divine  performer sang Perfect Isnt Easy?",0,19250
5032,MCQ,"Disneys first live action movie, Song of the South, was based on the stories of Uncle Remus by Joel Chandler Harris. What is the title of the song with the following lyrics?- Mr. Bluebird on my shoulder- Its the truth, its actual- Everything is satisfactual.",0,19257
5033,MCQ,What band performed the song Summer in the City (1966) that contains the lyrics: But at night its a different world. Go out and find a girl. Come-on come-on and dance all night. Despite the heat itll be alright?,0,19259
5034,MCQ,"Name the artist that sang The Boys of Summer (1984) which includes the following lyrics: Out on the road today I saw a Deadhead sticker on a Cadillac. A little voice inside my head said, Dont look back, you can never look back.",0,19265
5035,MCQ,"The song Summertime (1991) contains the lyrics: Its time to cruise, so you go to the summertime hangout.  It looks like a car show. Everybody come lookin real fine, fresh from the barber shop or fly from the beauty salon. Every moment frontin and maxin, chillin in the car they spent all day waxin.- Who performed the song?",0,19268
5036,MCQ,"The song Summertime Blues (1968) from the album Vincebus Eruptum opens with the following lyrics: Well, Lord, I got to raise a fuss, Lord I got to raise a holler. Well, I been working all summer just to try and earn a dollar. Who performed the song?",0,19270
5037,MCQ,"The song Summers Cauldron (1986) from the album Sklylarking contains the following lyrics: Trees are dancing drunk with nectar, Grass is waving underwater, Please dont pull me out, this is how I would want to go. Name the band that recorded the song.",0,19274
5038,MCQ,"What band performed the song Summer Night City (1978) which contains the following lyrics: When the night comes with the action, I just know its time to go. Cant resist the strange attraction, from that giant dynamo?",0,19281
5039,MCQ,"She swam by me, she got a cramp. He ran by me, got my suit damp. I saved her life, she nearly drowned are lyrics from the song Summer Nights (1978). Name the female singer of the duet who sang the song.",0,19282
5040,MCQ,It was a hot summer night and the beach was burning. There was a fog crawling over the sand. When I listen to your heart I hear the whole world turning are lyrics from the song You Took the Words Right Out My Mouth (Hot Summer Night) (1977). Name the artist who performed the song.,0,19288
5041,MCQ,"Who performed the song Summer Breeze (1972) which contains these lyrics:- See the paper lying on the sidewalk, A little music from the house next door- So I walk on up to the door step, Through the screen and across the floor?",0,19290
5042,MCQ,"Hot summer streets, And the pavements are burning, I sit around- Trying to smile but, The air is so heavy and dry are lyrics from the song Cruel Summer (1983) performed by this band.",0,19296
5043,MCQ,"Who performed the song Summer of 69 (1985) that opens with the lyrics:- I got my first real six-string, Bought it at the five-and-dime- Played it till my fingers bled, It was the summer of 69?",0,19300
5044,MCQ,Name this Bon Jovi classic:- Youre a loaded gun- Theres nowhere to run- No one can save me- The damage is done,0,19305
5045,MCQ,What is the title of this GNR hit?- I know its hard to keep an open heart- When even friends seem out to harm you- But if you could heal a broken heart- Wouldnt time be out to charm you,0,19306
5046,MCQ,"Name this ballad by the Swedish band Europe:- I read your mind, with no intentions- Of being unkind, I wish I could explain- It all takes time, a whole lot of patience- If its a crime, how come I feel no pain.",0,19312
5047,MCQ,Name this Poison song:- You know I never- I never ever stay out late- You know that I can hardly wait- Just to see you- And I know you cannot wait- Wait to see me too- I gotta touch you,0,19317
5048,MCQ,"What is the title of this Skid Row hit?- Boss screamin in my ear about who Im supposed to be- Getcha a 3-piece Wall Street smile and son youll look just like me- I said Hey man, theres something that you oughta know.- I tell ya Park Avenue leads to Skid Row.",0,19318
5049,MCQ,Name this a popular Whitesnake tune:- Now I just wanna get close to you- An taste your love so sweet- An I just wanna make love to you- Feel your body heat,0,19323
5050,MCQ,"What Night Ranger hit includes the following lyrics?- - Babe, you know youre growing up so fast- And mommas worrying that you wont last to say, lets play",0,19326
5051,MCQ,"Name this song by Twisted Sister:- Theres a feelin that- i get from nothin else and there aint nothin in the world- that makes me go!- go! go, go, go, go, go!",0,19330
5052,MCQ,Name this Ratt hit:- I knew right from the beginning- That you would end up winnin- I knew right from the start- Youd put an arrow through my heart,0,19336
5053,MCQ,What late 70s NYC punk band was Buster Poindexter a member of?,0,19341
5054,MCQ,Which of these are bands that Glen Danzig has been a member of?,0,19343
5055,MCQ,What 70s punk icon played drums with Siouxsie and The Banshees at their first show?,0,19346
5056,MCQ,"What do the letters stand for, in the name of punk rock band, JFA?",0,19353
5057,MCQ,"After the break up of the Sex Pistols, what band did John Lydon (aka Johnny Rotten) go on to form?",0,19354
5058,MCQ,"Erick Purkhiser, lead singer of The Cramps, is known as what?",0,19360
5059,MCQ,"What 1994 movie featured former Black Flag frontman, Henry Rollins in the role of officer Dobbs?",0,19365
5060,MCQ,"What member of hardcore punk band, Minor Threat went on to form Fugazi?",0,19368
5061,MCQ,"What New York City club, founded in 1973 by Hilly Kristal, was the place to see most punk bands that came through the city?",0,19370
5062,MCQ,"What is the name of the punk dance with influences from mosh dancing, that when done correctly, resembles running and stumbling at the same time?",0,19374
5063,MCQ,Who performed the 1984 hit song Whats Love Got to Do with It?,0,19381
5064,T/F,Mariah Carey sang the 1983 hit Africa.,0,19382
5065,MCQ,Did Micheal Jackson sing the 1983 hit single Billie Jean?,0,19384
5066,MCQ,Who was the original performer of the power ballad Total Eclipse of the Heart?,0,19389
5067,MCQ,Who composed and sang the 1989 song Bad Love?,0,19391
5068,MCQ,Which of these is not a 1980s song?,0,19395
5069,T/F,Forever Young is the name of Rod Stewarts debut album released in 1984.,0,19398
5070,MCQ,The lyrics may not be earth shattering but its hard not to turn up the radio and hit the road when the song with these lyrics blares on the radio:- Im gettin bugged driving up and down this same old strip.- Ive gotta find a new place where the kids are hip.- What group bragged they Get around from town to town?,0,19401
5071,MCQ,"According to the singer she likes a good beer buzz early in the morning. She is in a bar facing a giant car wash with Billy or Buds but Hey, this aint no disco.- In what town do they drive their shiny Datsuns and Buicks till the Sun comes up over San Monica Boulevard?",0,19407
5072,MCQ,"And the road goes on forever- And Ive got one more silver dollar- But Im not going to let them catch me, no.- Who has got to run to keep from hiding?",0,19410
5073,MCQ,Where would you be if you found- There are stars- in the southern sky.- Southward as you go- There is moonlight- and moss in the trees?,0,19414
5074,MCQ,"Genre: Country- Family Tradition, All My Rowdy Friends are Coming Over Tonight, and A Country Boy Can Survive are a few of the hits by this famous country singer.",0,19418
5075,MCQ,"Genre: Old School Rap- This rapper began with the influential group The Treacherous Three until venturing on his own and producing hits such as Wild, Wild West, I Go To Work and How Ya Like Me Now.",0,19422
5076,MCQ,"Genre: Soft Rock- This artist formed a band called Wings in 1971 shortly after the breakup of the Beatles.  Notable songs include: Silly Love Songs, and Live and Let Die.",0,19426
5077,MCQ,"Genre: Gangsta Rap- This rapper began his career in the controversial rap group N.W.A.  After going solo he released a number of hits including It Was a Good Day and the album AmeriKKKas Most Wanted.  He has since toned it down considerably, starring in the family comedy movie Are We There Yet?",0,19431
5078,MCQ,"Genre:British Rock- This group from Sheffield, England were one of the top selling bands of the 1980s.  Notable hits include: Photograph, Love Bites and Foolin.",0,19435
5079,MCQ,"Genre: Bubblegum Pop- Sugar, Sugar was the best selling song of 1969. It was written by Andy Kim (Rock Me Gently - 1974) but was released by this manufactured band.",0,19436
5080,MCQ,Genre: Soul- This Philadelphia vocal group produced such hits as Love Train and For the Love of Money and were inducted into the Rock and Roll Hall of Fame in 2005.,0,19443
5081,MCQ,Genre: East Coast Rap- This hip-hop artist (Birth name: Christopher George Latore Wallace) was signed to Sean Puffy Combs Bad Boy Records in 1992.  Notable songs include: Mo Money Mo Problems and Hypnotize.,0,19446
5082,MCQ,"Genre: Hard Rock- As a solo artist and a member of the Amboy Dukes and Damn Yankees, this artist from Detroit produced numerous memorable hits including: Cat Scratch Fever and Stranglehold.",0,19451
5083,MCQ,"Genre: Singer-Songwriter- This musician had already penned hits for other artists, but in the 1970s he finally received public recognition with hits such as Cracklin Rosie, Sweet Caroline and Song Sung Blue.",0,19452
5084,MCQ,"Genre: Boy Band- This group of teen idols consisted of Jordan Knight and Jonathan Knight, Joe McIntyre, Donnie Wahlberg, and Danny Wood. Notable songs include: Hangin Tough and Step by Step.",0,19458
5085,MCQ,"Genre: Blues- This musician is considered the King of the Blues.  His trademark guitar is called Lucille, and he recorded The Thrill is Gone in 1969.",0,19462
5086,MCQ,"Genre: Punk- This band from Queens, NY released Blitzkrieg Bop, I Wanna Be Sedated, and Sheena Is a Punk Rocker in the 1970s.",0,19464
5087,MCQ,Genre: New Jack Swing- This Philadelphia quartet had several #1 Billboard hits including End of the Road and Ill Make Love to You.,0,19469
5088,MCQ,"Genre: Grunge- This Seattle, Washington band struggled with substance abuse, but still managed to produce big selling albums such as Facelift, Dirt, and Jar of Flies.",0,19474
5089,MCQ,"Genre: Modern RB- Crazy in Love, Baby Boy, DÃ©jÃ  Vu and Beautiful Liar are among this Texas-born artists successful singles.",0,19479
5090,MCQ,"Genre: Glam Rock- In the 1970s he took glam rock to unprecedented levels and recorded hits such as Suffragette City, Changes, and Moonage Daydream.",0,19483
5091,MCQ,"Genre: Arena Rock- This artist/groups 1976 live album is an icon of the 1970s and contained the classic hits  Baby, I Love Your Way, Show Me the Way, and Do You Feel Like We Do.",0,19485
5092,MCQ,"Genre: Psychedelic- While mainly remembered for their radio friendly hits like Last Train to Clarkesville, this group recorded some of the most mind-bending psychedelic music of the era including: Daily Nightly, The Porpoise Song, and (Im Not Your) Steppin Stone.",0,19490
5093,MCQ,Genre: Jangle Rock- Roger McGuinns signature chiming guitars can be heard on the songs Eight Miles High and Mr. Tambourine Man by this band.,0,19495
5094,MCQ,"Genre: Quiet Storm- This genre takes its name from a 1975 Smokey Robinson album. Its characterized by soulful slow jams that are laid back and intimate.  This artist, whose hits include Cant Get Enough of Your Love, Babe (1974) and Youre the First, the Last, My Everything (1974), epitomizes the genre.",0,19499
5095,MCQ,"Genre: Blues Rock- This Texas group may have jettisoned the blues in the 1980s, but in the 70s the blues were in full effect with songs like Tush, La Grange and Cheap Sunglasses.",0,19501
5096,MCQ,"Burning the ground I break from the crowd, Im on the hunt Im after you- I smell like a sound, Im lost and Im found and Im hungry like the wolf- What is the next line in this song by Duran Duran?",0,19507
5097,T/F,"Country music singer and songwriter Alan Jackson performed the song, Meat and Potato Man.",0,19509
5098,MCQ,"Which American Southern rock band, formed in Jacksonville, Florida, recorded the song Sweet Home Alabama?",0,19510
5099,MCQ,Country music singer and actress Pam Tillis recorded the song Daddys Hands in 1986.,0,19514
5100,MCQ,Which Grammy Award-winning country music singer performed the song Concrete Angels?,0,19516
5101,T/F,Country music band Alabama recorded the single Roll On.,0,19520
5102,MCQ,"In 1981, this singer duetted with Diana Ross on Endless Love, the theme song of the self-titled movie.",0,19524
5103,MCQ,"Who performed Billie Jean, a hit single from the album Thriller?",0,19526
5104,MCQ,"Name the Buffy Sainte Marie song in which you would find the following lyrics.- Hes a Catholic, a Hindu, an atheist, a Jain- A Buddhist and a Baptist and a Jew- And, he knows he shouldnt kill- And, he knows he always will.",0,19531
5105,MCQ,"What is Edwin Starrs answer to the question:  WAR, what is it good for?",0,19537
5106,MCQ,Blood on the leaves and blood on the root is a line from Billie Holidays song Strange Fruit.- What social evil is Billie Holiday singing about in this haunting song?,0,19541
5107,MCQ,Bob Dylan was a major spokesman for the young people growing up in the 60s and 70s.- The following are some of Dylans most scathing lyrics.- I think you will find- When your death takes its toll- All the money you made- Will never buy back your soul.- Can you name the title of this song?,0,19542
5108,MCQ,"The great Merle Haggard recorded this song in 1970.  He sang  I dont mind them switchin sides and standing up for things they believe in.  But, best be careful because when you start to put our country down.  Where would you find yourself in regards to Merle Haggard?",0,19546
5109,MCQ,"Sarge, Im only eighteen, I got a ruptured spleen- and I always carry a purse.- I got eyes like a bat my feet are flat- and my asthma getting worse.- What is the name of this song?",0,19552
5110,MCQ,In 1971 Paul Revere and the Raiders sang a song that highlights the plight of the American Indians.  Some of the lyrics are the following:  Took away our native tongue and taught their English to our young.  And all the beads we made by hand are nowadays made in Japan.- What Native American tribe does John D. Loudermilk reference in the title of his song?,0,19556
5111,MCQ,We are sick and tired of your ism and schism game- Die and go to heaven in Jesus name- are lines from the song Stir It Up  recorded by this reggae legend.  What singer was calling for the poor and impoverished people of the world to unite for their rights?,0,19559
5112,MCQ,I dont think hes been listening to this one was Bruce Springsteens reply to a reporters question on how Springsteen felt about a certain Presidential candidate using his song Born in the USA as the theme song for the Presidential candidates campaign.  What Presidential candidate used Springsteens song Born in the USA as his campaigns theme song?,0,19563
5113,MCQ,Can you name this 80s tune:- I made it through the wilderness- Somehow I made it through- Didnt know how lost I was- Until I found you?,0,19568
5114,MCQ,"Name the 80s song which contains the following lyrics:- Traveling in a fried-out combie- On a hippie trail, head full of zombie- I met a strange lady, she made me nervous- She took me in and gave me breakfast- And she said...",0,19571
5115,MCQ,Now in the street there is violence- And - and a lots of work to be done- No place to hang out our washing- And - and I cant blame all on the sun- Can you name this 80s tune?,0,19577
5116,MCQ,Can you name this 80s song:- Sometimes its like someone took a knife baby- Edgy and dull and cut a six-inch valley- Through the middle of my skull- At night I wake up with the sheets soaking wet- And a freight train running through the- Middle of my head- Only you can cool my desire?,0,19578
5117,MCQ,"Im just an average man with an average life- I work from nine to five, hey hell I pay the price- All I want is to be left alone in my average home- But why do I always feel like Im in the Twilight Zone- Can you name this 80s tune?",0,19583
5118,MCQ,Give me time- To realise my crime- Let me love and steal- I have danced inside your eyes- How can I be real- Can you name this 80s tune?,0,19586
5119,MCQ,"What 80s song contains the following lyrics:- Turnaround, every now and then I get a- little bit lonely and youre never coming around- Turnaround, Every now and then I get a- little bit tired of listening to the sound of my tears- Turnaround, Every now and then I get a- little bit nervous that the best of all the years have gone by- Turnaround, Every now and then I get a- little bit terrified and then I see the look in your eyes- Turnaround bright eyes, Every now and- then I fall apart- Turnaround bright eyes, Every now and- then I fall apart?",0,19591
5120,MCQ,"In what year did the legendary crash that killed The Big Bopper, Ritchie Valens, and Buddy Holly occur?",0,19597
5121,MCQ,"In what state did the plane crash that killed Buddy Holly, Ritchie Valens, and The Big Bopper take place?",0,19598
5122,T/F,"The name of the ill-fated plane, that crashed on the day the music died, was Miss American Pie.",0,19602
5123,MCQ,"Ritchie Valens was not supposed to be on the ill-fated plane that took off from Mason City Municipal Airport, but won a game of rock/paper/scissors to get a seat.",0,19605
5124,MCQ,What was Ritchie Valens real name?,0,19607
5125,MCQ,What was The Big Boppers real name?,0,19613
5126,MCQ,What was The Big Boppers profession before becoming a musician?,0,19617
5127,MCQ,Was an autopsy performed on The Big Bopper?,0,19619
5128,MCQ,What was Buddy Hollys real name?,0,19622
5129,T/F,Buddy Hollys wife was pregnant at the time of his death.,0,19624
5130,MCQ,"Is it true that Buddy Holly, Ritchie Valens, and The Big Bopper were all married at the time of their deaths?",0,19626
5131,MCQ,In 1993 Silenoz (Sven Atle Kopperud) became a guitarist in this Norwegian melodic black metal band.,0,19628
5132,T/F,"Sharlee DAngelo became a member of Merciful Fate, a Danish heavy metal group, replacing the bands former bassist, Timi Hansen.",0,19632
5133,MCQ,"Sean Yseult played bass in this American Groove metal band, founded by Rob Cummings and Paul ENA Kostabi in 1985, and named after a movie.",0,19636
5134,T/F,"Dave Lombardo, Jon Dette, Paul Bostaph, and Tony Scaglione were all drummers in the American thrash metal band, Slayer.",0,19639
5135,MCQ,"Andy LaRocque, guitarist in King Diamond, briefly joined this band as part of their album Individual Thought Patterns, recorded in 1993.",0,19642
5136,MCQ,"Guitarist Mike Derks is famous for appearing as the character, BalSac: The Jaws of Death, in this thrash metal band, formed in 1985-1986.",0,19646
5137,MCQ,"In 1984 heavy metal drummer Gene Hoglan joined this L. A. thrash metal band, whose seminal debut album was entitled Darkness Descends.",0,19649
5138,T/F,"Eric Singer, best known as a drummer for the rock band KISS, also played drums for Black Sabbath.",0,19652
5139,MCQ,What singer released the song Dont Leave Me This Way in 1976?,0,19657
5140,T/F,Boogie Oogie Oogie was released by Taste of Honey in 1976.,0,19659
5141,MCQ,"The following line is from what famous Barry Manilow song: They were young and they had each other, who could ask for more?",0,19661
5142,T/F,McFadden  Whitehead wrote the popular song Aint No Stopping Us Now.,0,19664
